"ANAPHYLAXIS","ARTCO2","BP","CATECHOL","CO","CVP","DISCONNECT","ERRCAUTER","ERRLOWOUTPUT","EXPCO2","FIO2","HISTORY","HR","HRBP","HREKG","HRSAT","HYPOVOLEMIA","INSUFFANESTH","INTUBATION","LVEDVOLUME","LVFAILURE","MINVOL","MINVOLSET","PAP","PCWP","PRESS","PULMEMBOLUS","PVSAT","SAO2","SHUNT","STROKEVOLUME","TPR","VENTALV","VENTLUNG","VENTMACH","VENTTUBE"
"FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","FALSE","TRUE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","TRUE","NORMAL","NORMAL","FALSE","LOW","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","NORMAL","NORMAL","LOW"
"FALSE","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","ONESIDED","NORMAL","FALSE","NORMAL","LOW","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","HIGH","NORMAL","NORMAL","NORMAL","ZERO","LOW","ZERO"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","TRUE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","LOW","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ONESIDED","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","HIGH","NORMAL","LOW","NORMAL","ZERO","NORMAL","LOW"
"FALSE","NORMAL","NORMAL","HIGH","HIGH","HIGH","FALSE","TRUE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","HIGH","FALSE","HIGH","LOW","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","LOW","ZERO"
"FALSE","NORMAL","LOW","HIGH","LOW","NORMAL","FALSE","TRUE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","NORMAL","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","LOW","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","LOW","FALSE","LOW","LOW","NORMAL","LOW","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","HIGH","NORMAL","NORMAL","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","LOW","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","LOW","LOW","ZERO"
"FALSE","NORMAL","NORMAL","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","HIGH","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","LOW","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","NORMAL","LOW"
"FALSE","NORMAL","NORMAL","HIGH","HIGH","LOW","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","HIGH","NORMAL","NORMAL","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","LOW","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","LOW","ZERO"
"FALSE","NORMAL","HIGH","NORMAL","NORMAL","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","HIGH","HIGH","NORMAL","NORMAL","HIGH","NORMAL","LOW","ZERO","ZERO"
"FALSE","NORMAL","LOW","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","LOW","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","LOW","HIGH","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","LOW","NORMAL","NORMAL","ZERO","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","ZERO","ZERO"
"FALSE","NORMAL","LOW","HIGH","LOW","HIGH","FALSE","FALSE","TRUE","ZERO","NORMAL","FALSE","HIGH","NORMAL","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","HIGH","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","LOW","LOW","NORMAL","LOW","ZERO","ZERO"
"FALSE","HIGH","HIGH","HIGH","HIGH","LOW","FALSE","TRUE","FALSE","LOW","NORMAL","TRUE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","NORMAL","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","TRUE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","HIGH","HIGH","TRUE","FALSE","ONESIDED","HIGH","FALSE","LOW","NORMAL","NORMAL","HIGH","HIGH","FALSE","NORMAL","LOW","HIGH","LOW","NORMAL","LOW","LOW","ZERO","ZERO"
"FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","LOW","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","LOW","NORMAL","LOW"
"FALSE","NORMAL","NORMAL","HIGH","NORMAL","LOW","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","LOW","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","LOW","ZERO"
"FALSE","HIGH","LOW","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","NORMAL","LOW","NORMAL","TRUE","FALSE","FALSE","NORMAL","NORMAL","TRUE","NORMAL","LOW","LOW","LOW","TRUE","FALSE","NORMAL","NORMAL","TRUE","HIGH","LOW","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","LOW","HIGH","LOW","LOW","LOW","ZERO"
"FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","HIGH","LOW","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","HIGH","HIGH","TRUE","TRUE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","TRUE","TRUE","NORMAL","HIGH","FALSE","HIGH","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","LOW","NORMAL","ZERO"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","HIGH","NORMAL","NORMAL","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","LOW","NORMAL","LOW"
"FALSE","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","NORMAL","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","HIGH","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","HIGH","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","LOW","HIGH","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","HIGH","NORMAL","LOW","LOW","HIGH","HIGH","HIGH"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","TRUE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","ZERO"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","NORMAL","TRUE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","TRUE","FALSE","ONESIDED","HIGH","FALSE","NORMAL","NORMAL","NORMAL","HIGH","LOW","FALSE","LOW","LOW","HIGH","LOW","NORMAL","NORMAL","ZERO","NORMAL","ZERO"
"FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","ZERO","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","TRUE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","HIGH","NORMAL","LOW","HIGH","FALSE","LOW","LOW","HIGH","LOW","NORMAL","ZERO","ZERO","HIGH","HIGH"
"FALSE","HIGH","LOW","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","HIGH","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","HIGH","LOW","FALSE","TRUE","FALSE","LOW","NORMAL","TRUE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","ONESIDED","LOW","TRUE","NORMAL","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","HIGH","NORMAL","LOW","NORMAL","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","TRUE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","ZERO"
"FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","HIGH","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","TRUE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","HIGH","NORMAL","NORMAL","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","LOW","HIGH","HIGH"
"FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ONESIDED","NORMAL","FALSE","NORMAL","NORMAL","HIGH","NORMAL","LOW","FALSE","LOW","LOW","HIGH","NORMAL","LOW","NORMAL","ZERO","ZERO","ZERO"
"FALSE","NORMAL","LOW","HIGH","NORMAL","NORMAL","FALSE","TRUE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","LOW","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","LOW","HIGH","HIGH"
"FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","LOW","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","LOW","ZERO"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","TRUE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","NORMAL","NORMAL","NORMAL","LOW","NORMAL","LOW","NORMAL","ZERO"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","TRUE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","ZERO","ZERO"
"FALSE","HIGH","LOW","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","LOW","NORMAL","NORMAL","LOW","FALSE","TRUE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","LOW","TRUE","TRUE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","LOW","NORMAL","ZERO"
"FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","ZERO","ZERO"
"FALSE","HIGH","LOW","HIGH","LOW","NORMAL","TRUE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","ZERO"
"FALSE","HIGH","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","TRUE","ONESIDED","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","HIGH","NORMAL","NORMAL","LOW","LOW","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","TRUE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","TRUE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","LOW","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","TRUE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ESOPHAGEAL","NORMAL","FALSE","LOW","NORMAL","NORMAL","NORMAL","ZERO","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","LOW","ZERO","NORMAL","ZERO"
"FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","LOW","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","LOW","LOW","ZERO"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","TRUE","FALSE","FALSE","LOW","LOW","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ESOPHAGEAL","NORMAL","FALSE","LOW","NORMAL","NORMAL","NORMAL","ZERO","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","LOW","ZERO","NORMAL","ZERO"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
